gene_id,log2FoldChange,baseMean,padj
AT1G04950,0.49465583103465,714.929254654954,9.99174443482115e-06
AT1G04960,0.234135218420134,806.425727436917,0.0520802854922143
AT1G04970,0.592507455012783,1073.12556031088,9.49908909840502e-10
AT1G04980,0.754937010447982,797.588853818501,1.70553595374337e-13
AT1G05010,0.237740030031214,10128.0512784615,2.4182605659785902e-17
AT1G05020,0.515442731749585,165.645645591555,0.0528263990378305
AT1G04313,-2.25469081389316,16.4802744655967,0.0222868875925295
AT1G05035,-2.32980359890589,58.5065186883118,4.23156375653607e-08
AT1G05065,-0.932487831048779,92.857662696289,0.0074276781951259
AT1G05070,-0.327071237740385,750.234226887831,0.004386401949491
AT1G05150,0.365442486997736,1072.85355888562,0.0002253552738996
AT1G05190,-0.161448444093041,17246.1196153234,8.715249352742829e-11
AT1G05200,0.553889165124046,997.570103183115,6.72284536022004e-09
AT1G05205,-0.668302653878916,465.409592398653,4.11051730783573e-06
AT1G05230,0.969000014889422,163.145899247582,4.56114351734095e-05
AT1G05260,-0.412289104154096,3286.34808876711,1.28059454623486e-12
AT1G05280,0.735800256639958,90.1728037622246,0.0478834845553351
AT1G05310,-0.803024225928747,96.4074726206541,0.0148649528348139
AT1G05340,0.344852593177916,412.414874152195,0.0380551259476178
AT1G05380,0.472399479343943,872.71314260128,2.71972650648155e-06
AT1G05385,-0.372443968888057,867.769338907468,0.0004483935568924
AT1G05460,0.343215670041966,414.887369811548,0.0343252837896601
AT1G05530,-0.776363000246944,71.038503304427,0.0506538433100206
AT1G05570,0.348808087676804,1161.1859437026,0.0001659757700892
AT1G05650,-1.15270437011314,74.5115615472729,0.0031519958667626
AT1G05680,-1.04339725526168,495.275956493837,3.21954794697774e-15
AT1G05785,-0.514259634201741,210.02104253044,0.0188967549496475
AT1G05790,0.261824365891824,589.403445849774,0.0713254595582935
AT1G05830,0.387002244713859,882.086042827007,0.0003595167141511
AT1G05840,0.433544304040411,433.316573844755,0.0065170022325946
AT1G05850,-0.162111037396133,21266.6189088176,1.84894043514844e-17
AT1G05860,0.369882955397778,450.673510641061,0.0216566053580705
AT1G05870,0.509322481697313,1440.82705121892,1.09331151178416e-10
AT1G05890,0.451866766571463,1655.53654988558,1.6620846232839e-09
AT1G05910,0.204536258753409,746.014235826281,0.0944901811726746
AT1G05940,0.261039640940963,1108.41514026321,0.0075913621773528
AT1G05960,0.657309476849531,1949.79861939792,4.49883260254118e-24
AT1G06040,-0.0948985358309721,7095.43025746596,0.0129783582190074
AT1G06070,0.470550640697479,687.117340184001,6.41942689190066e-05
AT1G06080,0.500648262386714,720.430036876674,1.10702899005545e-05
AT1G06090,-0.708079143661108,520.002924537169,5.27310409542061e-08
AT1G06150,0.295000232749279,1060.48669207191,0.0024446595132984
AT1G06180,-0.775239788620214,504.873329107015,8.58148617210856e-08
AT1G06190,-0.316890619737543,3563.51353809326,8.953542061443609e-11
AT1G06200,-0.142734567482064,1708.84637707136,0.08872216142035
AT1G06220,0.142056776248171,1946.99742609895,0.0618975488550576
AT1G06230,0.151900650457498,1598.96895423695,0.0897821240613275
AT1G06250,-0.539261204606919,110.807076675875,0.0876434604601309
AT1G06290,0.438992047552137,2446.10088136237,4.08914723333266e-13
AT1G06350,1.27175498193641,209.19702437641,7.593491787029211e-09
AT1G06390,0.463086878859303,1351.9793671608,2.15581978646908e-08
AT1G06400,0.204725183719041,1493.64913315983,0.013312814862156
AT1G06410,0.286930946771232,3550.79995393516,3.25657940765517e-08
AT1G06460,-0.15134527984583,2965.18853710334,0.0110282843188001
AT1G06515,-0.366471356492593,271.802113486465,0.0649079823516789
AT1G06550,-0.506375910785969,1817.09876796116,7.75383609923413e-13
AT1G06570,0.578708390196478,1711.28983924879,8.85457833327837e-17
AT1G06620,0.358799368447388,320.535359188719,0.0615102693718914
AT1G06630,0.358939960697333,432.254282681151,0.0234448561329633
AT1G06640,0.338058200962337,2523.78758350347,2.8550394002109e-08
AT1G06645,0.545000278591757,318.847458436054,0.0018101883044568
AT1G06680,0.191810360952748,115392.98387357,1.4251538693892999e-44
AT1G06690,-1.5053425327332,2005.7612465692,8.12288159853402e-104
AT1G06700,0.135116203580608,2608.89786856427,0.0385804733900731
AT1G06710,0.697494384525546,101.222046241033,0.0377072237644152
AT1G06740,1.00289398052541,91.0328534231015,0.0028692056748521
AT1G06760,0.201618169369661,3022.26534276143,0.0003284838420046
AT1G06800,0.93765620877489,85.036478633693,0.0073540859850628
AT1G06820,0.219959294065588,1085.17900883431,0.0260560792178334
AT1G06830,-0.731166560367083,252.115140847737,0.0003989026356487
AT1G06840,0.387186932671058,650.647917018327,0.0050500862414004
AT1G06900,-0.203437289157877,1448.7230801262,0.0208517530350702
AT1G06950,0.269261057881116,4517.90143614222,5.1043617253159405e-09
AT1G06960,-0.648458630162324,433.333979765398,9.96051909374247e-06
AT1G07000,0.631182994463231,189.767269864382,0.0054099063383571
AT1G07040,0.513201095551632,668.605085846727,1.37932103407439e-05
AT1G07050,-0.873008089030791,141.176373650028,0.0007818136237272
AT1G07070,-1.21141024633801,913.048600353388,9.77249136722161e-36
AT1G07080,-0.224818918870526,2707.41211207437,0.000136693358058
AT1G07090,-0.512771048778212,227.392203180845,0.0406732565895546
AT1G07110,-0.513241539847973,3251.74095503564,3.10414667215612e-22
AT1G07135,-1.11235623543885,149.73170515226,5.75024803746024e-06
AT1G07140,0.120827491119957,5209.12093409791,0.007123479817017
AT1G07150,-0.624492742903211,221.287475951385,0.0077775801458146
AT1G07160,-1.48034347010496,31.5646472670905,0.0199162310679821
AT1G07180,-0.80424529775376,1607.26329764332,5.71612678862692e-25
AT1G07200,0.614523793317475,593.413856564311,2.65562015742929e-06
AT1G07230,0.334068766894452,990.959290179591,0.0006453782314949
AT1G07240,-0.323191600797623,752.465269990159,0.0060965668538219
AT1G07250,-0.295941684443164,1577.80110710297,0.0001139603476172
AT1G07260,-0.666574243589504,168.678199693294,0.0066379493881303
AT1G07320,-0.110247165949591,15853.0003849028,2.59119922291837e-06
AT1G07350,0.968715081642886,1852.04659347914,1.04716721946229e-44
AT1G07370,-0.447848919477552,989.094325554185,5.23393130239171e-06
AT1G07380,0.564997608271589,388.300307748479,0.0003263281100838
AT1G07400,2.41000886470226,132.582625404208,2.77312580799354e-17
AT1G07420,-0.674445615365958,1529.74118327731,1.4550268087843802e-19
AT1G07440,0.175487099411642,1618.81839477812,0.0307429454778348
AT1G07450,-0.984084462354791,256.512887196972,9.30457080181167e-08
AT1G07470,-0.371319151999312,712.091150726994,0.0028598639932134
AT1G07590,-0.49080830011291,4527.09116862459,6.1538559305926e-23
AT1G07610,-0.227807751977094,4395.33945344062,3.23051559997105e-06
AT1G07630,0.278405550484181,531.135724200977,0.0622348297388152
AT1G07640,0.436532179245526,689.207370139095,0.0002029272513389
AT1G07650,0.330786343099223,1660.75244599057,7.60904182583151e-06
AT1G07660,-0.274810286255527,601.457347836958,0.0375184514819371
AT1G07670,0.235716819461774,1591.96177466877,0.0028978000438828
AT1G07700,-0.175297921408894,1456.46892565898,0.0691465442350636
AT1G07750,-0.56336203516989,1238.03576924831,2.6488860147048003e-10
AT1G07770,-0.779161798274141,7904.26965236638,5.65075070182312e-124
AT1G07790,-0.891069697514903,2240.59772854812,6.35553454832352e-46
AT1G07810,0.205638699129675,1249.68259385439,0.025496949908153
AT1G07820,-0.679415084835506,2634.41721626486,6.53038484772863e-31
AT1G07840,-0.320937487401283,679.562143588662,0.0081448501053376
AT1G07890,-0.313332048543116,27337.6919699612,1.2383072341421901e-88
AT1G07920,-0.894871528335852,14968.6875561198,0.0
AT1G07930,-0.463621220740247,15750.3674209764,1.57742983156452e-101
AT1G07940,-0.834850956321225,11914.4760398269,1.1161393730463e-234
AT1G07990,0.189532074933228,1463.45930141758,0.0252812033480231
AT1G08030,0.371439925994107,536.344423221785,0.0098387660731145
AT1G08160,-0.334722447566684,603.509686255258,0.0253563109624862
AT1G08190,-0.150503390908921,3615.87449238594,0.0189204713187861
AT1G08200,-0.512206038691671,9407.55563177041,5.7641509381022105e-65
AT1G08210,0.351559523207074,393.601014592307,0.0338223262402571
AT1G08260,0.500176839815155,406.678333518008,0.0019400590127543
AT1G08300,0.572418589848374,179.36524978155,0.0287894182382738
AT1G08340,-0.392727415714723,313.528677891908,0.0320081427092401
AT1G08350,0.399475735906857,362.058446721433,0.037774327725548
AT1G08360,-0.588470316173665,8729.15684784785,2.41433207614135e-85
AT1G08380,-0.333937093749081,98861.656932057,5.3497332190446304e-157
AT1G08410,-0.458100279714846,674.849848538533,0.0002673808908224
AT1G08430,0.647278852738153,105.175948053975,0.0717383405177313
AT1G08450,0.239332903934865,1424.42699935066,0.0047882441281828
AT1G08460,0.325809338498496,783.032119064177,0.0041254292075123
AT1G08470,-0.272915320141913,442.533465666906,0.0848159696949168
AT1G08480,-0.277755705816589,2866.07315406043,2.03622048769412e-06
AT1G08510,0.361242199997808,3387.52256162642,2.1330948463517497e-11
AT1G08540,-0.0877351901968546,4778.91183039306,0.0764448778665784
AT1G08550,-0.406321847980917,3413.37067253562,1.8160213492771502e-15
AT1G08560,0.374679467906695,546.639608269641,0.0119441097364292
AT1G08570,0.318685097151598,2791.34644583229,1.92404379221389e-08
AT1G08580,-1.0272659963293,1186.18944130208,4.4125753736358e-34
AT1G08600,0.519207900710341,887.636756194248,5.18303843802976e-07
AT1G08610,-0.567610693033232,365.628861176453,0.0003751679873378
AT1G08620,0.594599747496112,988.45284689997,6.481756707033521e-10
AT1G08640,-0.269746691609364,2192.53625159987,5.44401272761646e-05
AT1G08650,-1.25706291253274,1022.0117867123,3.15635758752333e-39
AT1G08680,0.421325284491725,1482.14860956191,3.88250199510299e-08
AT1G08700,0.304516403362293,1032.54973758184,0.0026355610611186
AT1G08720,0.432907816284503,512.171403003988,0.0035169612260386
AT1G08760,0.249708901471327,586.356219488903,0.0773391977458386
AT1G08780,-0.489392192024456,631.768037698531,4.57023230915592e-05
AT1G08800,0.379619967618464,617.473902708495,0.002579854653414
AT1G08820,0.398800707687598,922.99023611342,0.0001317498454522
AT1G08830,-0.191333756582196,2206.91787722479,0.0042736848713096
AT1G08845,-0.845396598057741,244.643805237942,2.61543181927011e-05
AT1G08880,-0.238705911406202,2429.76156063649,0.0001619285333427
AT1G08890,-0.367444339757698,750.810808215633,0.0013480620916874
AT1G08900,0.53493590275282,319.795505143335,0.0027174181796868
AT1G08930,-0.227904571459567,2127.69579845644,0.0011484214353278
AT1G08940,-0.53118846579077,272.30405893622,0.0060485780302307
AT1G09010,0.285075519958495,1956.08514227374,4.00235595010467e-05
AT1G09070,0.220458304421878,2952.74388689348,7.23625164870883e-05
AT1G09090,0.864673973190423,119.764295594991,0.0022551494152427
AT1G09130,-0.194752848039704,4472.57913019888,2.26018109821739e-05
AT1G09140,0.749382453235974,3061.83304967806,1.5090923331127301e-46
AT1G09150,-0.372513716988779,1284.64985991133,1.38338656260743e-05
AT1G09160,0.286626477235484,1000.3724831746,0.0075590928583057
AT1G09200,-0.627325575830257,4404.9804190822,1.36706481147414e-45
AT1G09210,-0.0802434912790739,7270.22670472541,0.0392487251672947
AT1G09240,-2.74038435655657,111.641978695484,4.26224027664716e-18
AT1G09310,-0.278678798107325,64522.8049960849,8.9934897468605e-90
AT1G09340,-0.337712366213623,38068.6466484624,5.6598838479936696e-124
AT1G09350,-0.944085878892554,83.4522121174832,0.0109334218932384
AT1G09420,0.72107926021838,170.106236816423,0.0022739182844716
AT1G09460,0.321055422827499,362.762066677579,0.0799800157979591
AT1G09560,-0.106749559997582,5973.90030936081,0.0152172134515486
AT1G09570,0.982359893515181,4213.02512861086,5.13660340097003e-81
AT1G09575,0.885652514336343,123.460042093793,0.0016252998778108
AT1G09580,-0.351008493185534,371.165071018376,0.0549174132261851
AT1G09590,-0.77427775008863,7724.73992915473,6.636164089212911e-110
AT1G09620,-0.0909120819194318,3874.23592432949,0.0982431220929277
AT1G09630,-0.43518390999229,573.029970111287,0.000786646446652
AT1G09640,-0.334964380304041,9130.64556955316,7.60906881292257e-27
AT1G09660,-0.1529684042815,1641.91848744942,0.0625477157310065
AT1G09690,-0.669761123638524,11502.2953207963,1.9190359461714e-148
AT1G09730,0.348755062777486,914.147610940598,0.0012633909600569
AT1G09750,0.104733491353958,9258.18713613223,0.0011867444683035
AT1G09760,-0.440591516757956,1856.1347545252,1.39174294346729e-10
AT1G09770,0.556320887419286,3092.6673551922,1.58735532598592e-26
AT1G09780,-0.528560783877776,4012.13320871201,6.75445268183362e-32
AT1G09794,-0.936879443469317,90.4838990752597,0.0102919054243951
AT1G09815,-0.451457364168423,642.138321446985,0.0002236811355399
AT1G09910,0.445194228911621,276.82321422504,0.0246110419295461
AT1G09920,-0.251174178959917,1214.28844981028,0.0062008907476877
AT1G09932,0.846833077357317,77.5246273883744,0.0343821626836921
AT1G09950,-1.1488049477495,50.1711185727002,0.02633777199913
AT1G09970,0.20468424627272,3469.84888735966,6.68575375294945e-05
AT1G09980,0.266820380680328,883.387746693503,0.0146139948722288
AT1G10020,0.296334338565042,836.065969409383,0.0068161310996054
AT1G10030,-0.594838729847811,584.325300564318,2.18614209455675e-06
AT1G10050,0.446496876293245,495.189682804571,0.001557154020295
AT1G10060,-0.36015497446791,553.173159074563,0.0068632916020392
AT1G10070,1.14703497194399,109.358080467151,0.0001456228783297
AT1G10095,-0.559959673288419,141.975776038681,0.0519501218059483
AT1G10130,0.292795767701448,1021.16219424093,0.0036273128026602
AT1G10170,0.257840801862128,1777.07386329522,0.0009345999197616
AT1G10180,0.250224243095146,725.849048892784,0.0445582761600178
AT1G10200,0.24303032398787,3496.16593272381,1.89497768861993e-06
AT1G10210,0.507431130121173,235.767627223817,0.0142521666521686
AT1G10240,0.435515827505463,418.138561522043,0.004672729693607
AT1G10270,-0.336670523437111,705.692740710017,0.018485261640764
AT1G10300,1.01634938898354,36.9922374048493,0.0879387321687159
AT1G10360,0.635012592800412,1464.67466457166,7.10631953990361e-17
AT1G10370,-1.27794742918391,1985.6136079411,5.1878853208732605e-87
AT1G10380,0.396636067746351,728.48394036774,0.0006858103851792
AT1G10390,0.107902456529427,3045.00401009831,0.0737177460611396
AT1G10450,0.432412161586949,463.185396677289,0.0076270555646796
AT1G10470,-0.408280351479446,3042.62263940277,5.858947191270329e-12
AT1G10510,0.267662835627634,1206.4769150038,0.0031958148094998
AT1G10522,-0.185257189226682,1324.30247494408,0.0479518547482037
AT1G10580,-0.259461185496468,1130.39513800032,0.0112578742445487
AT1G10590,-0.419928616137214,2664.16064716149,4.68831693379377e-13
AT1G10600,0.703204909425727,413.03086773622,1.55039749284224e-06
AT1G10630,-0.400815052739628,3390.06296017548,1.4183466804949501e-14
AT1G10650,0.292635945767048,716.709055446208,0.0253321936249077
AT1G10657,-0.414958642598168,465.770905011182,0.0054242962204472
AT1G10660,0.355854932348284,933.311069920943,0.000466409724704
AT1G10670,-0.201691829034527,8199.53370337589,3.50083872113869e-10
AT1G10720,0.220778359720261,701.82570322046,0.0975917252019033
AT1G10730,0.495814794405087,180.676119389802,0.047573943024921
AT1G10740,0.27782184837269,1354.0132013745,0.0009391222577752
AT1G10760,0.276528758023332,6351.77601217175,1.21765983026005e-13
AT1G10840,-0.373444394720606,3374.3752858219,6.589431444263261e-14
AT1G10850,-0.14914279460065,1444.5779472045,0.0958253361447302
AT1G10865,-0.328216112747454,314.275263374322,0.0890099117120351
AT1G10890,0.205773806412663,1402.40764245855,0.0286559610169306
AT1G10900,0.318855832901051,1240.86817099272,0.0011558899835278
AT1G10910,0.655802799973778,1375.70244710108,3.45595480382184e-15
AT1G10960,0.152021821591627,30694.7934688435,6.72303467563307e-23
AT1G11000,0.706892588173957,269.730370869301,0.0001264881576986
AT1G11070,1.5798392119473,68.2526757232509,3.48916289732954e-05
AT1G11100,1.08899450869765,70.9696963075168,0.0102131909705949
AT1G11160,0.735493029235186,109.96780772447,0.0233806163750503
AT1G11180,0.328153674229381,489.685539340186,0.0250106245006206
AT1G11210,-0.57337026763318,202.918755492129,0.011566544705058
AT1G11240,-0.418040007964135,989.306370202876,2.32749419043159e-05
AT1G11260,0.70747633187645,1780.17750365506,5.43672649845245e-22
AT1G11270,1.20804806594072,84.2328103344865,0.000514958886989
AT1G11310,0.32944202580581,2387.56505807739,5.32568255023226e-08
AT1G11350,0.37887529367095,463.821585440247,0.0112476103369896
AT1G11430,-0.133160411176741,3917.54287705074,0.0149892658283281
AT1G11450,0.474316515320349,334.090582070514,0.0055134245828614
AT1G11475,-0.536390260289076,741.673079067241,2.17570408654932e-06
AT1G11480,0.364038720218965,1986.00833193671,4.49811337322316e-08
AT1G11530,-0.350131509956095,483.26577040651,0.0163990624822307
AT1G11545,-0.264788746050618,1690.63516167837,0.0004996221910394
AT1G11580,0.400208369628846,2236.03520056925,1.2366521410698e-09
AT1G11630,0.420936652670602,235.060612943119,0.0599682717539834
AT1G11650,-0.420234687238877,10143.2128519741,8.61943227298735e-53
AT1G11655,-1.39315655100502,39.7567844304527,0.0076530371752839
AT1G11660,0.21027369913599,1322.30096086489,0.0191161177791644
AT1G11670,0.199281789867591,1166.53223411119,0.0388688242386797
AT1G11720,0.287675925601238,1033.05452571862,0.0034835287242699
